,time,relativehumidity_2m,cloudcover,latitude,longitude
519,2017-06-14T15:00,61,9,40.634,14.6027
520,2017-06-14T16:00,62,5,40.634,14.6027
521,2017-06-14T17:00,62,4,40.634,14.6027
522,2017-06-14T18:00,67,5,40.634,14.6027
523,2017-06-14T19:00,72,2,40.634,14.6027
524,2017-06-14T20:00,75,1,40.634,14.6027
525,2017-06-14T21:00,75,2,40.634,14.6027
526,2017-06-14T22:00,79,5,40.634,14.6027
527,2017-06-14T23:00,79,5,40.634,14.6027
528,2017-06-15T00:00,79,5,40.634,14.6027
529,2017-06-15T01:00,82,8,40.634,14.6027
530,2017-06-15T02:00,82,3,40.634,14.6027
531,2017-06-15T03:00,84,3,40.634,14.6027
532,2017-06-15T04:00,84,1,40.634,14.6027
533,2017-06-15T05:00,88,4,40.634,14.6027
